DateTime,UID,AnimalID,Type,Page0_B3,Page0_B2,Page0_B1,Page0_B0,Page1_B3,Page1_B2,Page1_B1,Page1_B0,Page2_B3,Page2_B2,Page2_B1,Page2_B0,Page3_B3,Page3_B2,Page3_B1,Page3_B0,Page4_B3,Page4_B2,Page4_B1,Page4_B0,Page5_B3,Page5_B2,Page5_B1,Page5_B0,Page6_B3,Page6_B2,Page6_B1,Page6_B0,Page7_B3,Page7_B2,Page7_B1,Page7_B0,Page8_B3,Page8_B2,Page8_B1,Page8_B0,Page9_B3,Page9_B2,Page9_B1,Page9_B0,Page10_B3,Page10_B2,Page10_B1,Page10_B0,Page11_B3,Page11_B2,Page11_B1,Page11_B0,Page12_B3,Page12_B2,Page12_B1,Page12_B0,Page13_B3,Page13_B2,Page13_B1,Page13_B0,Page14_B3,Page14_B2,Page14_B1,Page14_B0,Page15_B3,Page15_B2,Page15_B1,Page15_B0
2026-05-05 08:51:15,C996101107954800,73141667840,HDX+,,,,,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 08:51:22,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,C9,57,45,1D,,,,
2026-05-05 08:51:28,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 08:51:34,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 08:51:40,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,00,00,00,00,00,00,00,00,,,,,C9,57,45,1D,,,,
2026-05-05 08:51:46,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,C9,57,45,1D,,,,
2026-05-05 08:51:52,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,,,,,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 08:51:58,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 08:52:04,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 08:52:10,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 08:52:15,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 08:52:21,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 08:52:27,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 08:52:32,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,,,,,00,00,00,00,,,,,00,00,00,00,,,,,,,,,,,,,,,,,,,,
2026-05-05 08:52:43,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:03:38,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:03:44,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:03:50,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:03:51,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:08:06,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:08:13,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:08:21,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:08:29,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:08:36,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:08:43,C996101107954800,73141667840,HDX+,,,,,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:08:51,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:08:58,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:09:06,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:09:17,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:09:25,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,C9,57,45,1D,,,,
2026-05-05 09:09:46,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:12:31,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:12:39,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:12:45,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:12:52,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:12:59,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:13:06,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:13:13,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,40,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:13:20,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:13:27,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:13:34,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,F4,AB,A6,8F,,,,
2026-05-05 09:13:40,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:13:48,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:13:55,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:14:02,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:14:09,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,DD,EC,89,DA,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:14:16,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:14:23,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:14:29,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:14:34,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:15:02,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:17:52,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:17:53,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:21:33,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:21:41,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:21:49,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:22:02,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:22:09,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:22:15,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,04,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:22:22,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:22:29,C996101107954800,73141667840,HDX+,CB,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:22:36,C996101107954800,73141667840,HDX+,C9,57,45,1D,1A,11,10,96,0B,02,13,07,08,02,48,95,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,C9,57,45,1D,,,,
2026-05-05 09:22:37,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:22:38,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:22:39,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:22:40,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:22:41,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:22:41,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:22:50,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:22:54,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:22:57,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 09:22:58,C996101107954800,73141667840,HDX+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
